x,z,ee
28.5,16.5,5.388585528
28.5,17,5.175441021
28.5,17.5,4.973944132
28.5,18,4.783299293
28.5,18.5,4.602778766
28.5,19,4.431716199
28.5,19.5,4.269500734
28.5,20,4.115571664
29,-20,4.055798275
29,-19.5,4.205114823
29,-19,4.362303307
29,-18.5,4.527875632
29,-18,4.702386384
29,-17.5,4.886436773
29,-17,5.080678832
29,-16.5,5.285819793
29,-16,5.502626537
29,-15.5,5.731929935
29,-15,5.974628789
29,-14.5,6.231692946
29,-14,6.504164914
29,-13.5,6.793159039
29,-13,7.099856839
29,-12.5,7.425496528
29,-12,7.771353968
29,-11.5,8.130187886
29,-11,8.516629164
29,-10.5,8.92746363
29,-10,9.366170993
29,-9.5,9.832852554
29,-9,10.31883304
29,-8.5,10.82935639
29,-8,11.36808776
29,-7.5,11.93278251
29,-7,12.51010198
29,-6.5,13.10030196
29,-6,13.68241386
29,-5.5,14.23344352
29,-5,14.74003585
29,-4.5,15.18149456
29,-4,15.53495638
29,-3.5,15.79002251
29,-3,15.94910441
29,-2.5,16.02300775
29,-2,16.04251993
29,-1.5,16.02505855
29,-1,15.99511271
29,-0.5,15.96591221
29,0,15.95663287
29,0.5,15.96593926
29,1,15.99516732
29,1.5,16.02514152
29,2,16.04263218
29,2.5,16.02314952
29,3,15.9492751
29,3.5,15.79021938
29,4,15.53517512
29,4.5,15.18172927
29,5,14.7402798
29,5.5,14.23369019
29,6,13.68265764
29,6.5,13.10053863
29,7,12.51032825
29,7.5,11.932997
29,8,11.36828898
29,8.5,10.82954508
29,9,10.31900939
29,9.5,9.833017882
29,10,9.366324896
29,10.5,8.927606987
29,11,8.516762842
29,11.5,8.130312696
29,12,7.771470904
29,12.5,7.425605578
29,13,7.099958625
29,13.5,6.79325414
29,14,6.504253862
29,14.5,6.231776231
29,15,5.974706857
29,15.5,5.732003193
29,16,5.502695357
29,16.5,5.285884512
29,17,5.080739758
29,17.5,4.886494185
29,18,4.702440537
29,18.5,4.527926757
29,19,4.362351616
29,19.5,4.205160509
29,20,4.055841515
29.5,-20,3.994548719
29.5,-19.5,4.139161226
29.5,-19,4.29122629
29.5,-18.5,4.45120738
29.5,-18,4.619603485
29.5,-17.5,4.796951802
29.5,-17,4.983830417
29.5,-16.5,5.180860878
29.5,-16,5.38871048
29.5,-15.5,5.608094032
29.5,-15,5.839774745
29.5,-14.5,6.084563746
29.5,-14,6.3433175
29.5,-13.5,6.616932184
29.5,-13,6.906333644
29.5,-12.5,7.212461151
29.5,-12,7.536242507
29.5,-11.5,7.878557417
29.5,-11,8.233172146
29.5,-10.5,8.611768124
29.5,-10,9.01387147
29.5,-9.5,9.438474967
29.5,-9,9.8830422
29.5,-8.5,10.33651133
29.5,-8,10.8132122
29.5,-7.5,11.29956896
29.5,-7,11.80026157
29.5,-6.5,12.30333528
29.5,-6,12.79365301
29.5,-5.5,13.26404993
29.5,-5,13.68936899
29.5,-4.5,14.06445271
29.5,-4,14.37846268
29.5,-3.5,14.62050306
29.5,-3,14.78991679
29.5,-2.5,14.89782765
29.5,-2,14.95549034
29.5,-1.5,14.97862934
29.5,-1,14.98460534
29.5,-0.5,14.98568398
29.5,0,14.98314962
29.5,0.5,14.98570775
29.5,1,14.98465367
29.5,1.5,14.97870271
29.5,2,14.95558865
29.5,2.5,14.89795008
29.5,3,14.79006221
29.5,3.5,14.62066929
29.5,4,14.37864636
29.5,4.5,14.06464956
29.5,5,13.68957427
29.5,5.5,13.2642589
29.5,6,12.7938615
29.5,6.5,12.30353984
29.5,7,11.80045963
29.5,7.5,11.29975809
29.5,8,10.81339216
29.5,8.5,10.33668158
29.5,9,9.883203626
29.5,9.5,9.438626672
29.5,10,9.01401368
29.5,10.5,8.611901359
29.5,11,8.233297198
29.5,11.5,7.878675027
29.5,12,7.536352599
29.5,12.5,7.212564233
29.5,13,6.906430209
29.5,13.5,6.617022699
29.5,14,6.343402408
29.5,14.5,6.084643457
29.5,15,5.839849641
29.5,15.5,5.608164465
29.5,16,5.388776775
29.5,16.5,5.180923333
29.5,17,4.983889307
29.5,17.5,4.797007376
29.5,18,4.619655975
29.5,18.5,4.451256997
29.5,19,4.291273227
29.5,19.5,4.13920566
29.5,20,3.994590815
30,-20,3.932007546
30,-19.5,4.071850382
30,-19,4.218725503
30,-18.5,4.373048995
30,-18,4.535265757
30,-17.5,4.705851075
30,-17,4.885312001
30,-16.5,5.074188393
30,-16,5.273053415
30,-15.5,5.482513225
30,-15,5.703205481
30,-14.5,5.935796136
30,-14,6.18097386
30,-13.5,6.439441151
30,-13,6.711900961
30,-12.5,6.999037275
30,-12,7.301487695
30,-11.5,7.61980564
30,-11,7.954409293
30,-10.5,8.300322968
30,-10,8.666992031
30,-9.5,9.052663781
30,-9,9.454669723
30,-8.5,9.870327352
30,-8,10.28682346
30,-7.5,10.71306447
30,-7,11.14781041
30,-6.5,11.5707257
30,-6,11.99942015
30,-5.5,12.40236562
30,-5,12.77201048
30,-4.5,13.09500392
30,-4,13.3721122
30,-3.5,13.59879537
30,-3,13.77099028
30,-2.5,13.88901094
30,-2,13.96717902
30,-1.5,14.01182664
30,-1,14.04106006
30,-0.5,14.05561292
30,0,14.05993274
30,0.5,14.05563412
30,1,14.04110278
30,1.5,14.01189081
30,2,13.96726407
30,2.5,13.8891165
30,3,13.7711149
30,3.5,13.59893699
30,4,13.37226815
30,4.5,13.09517103
30,5,12.77218521
30,5.5,12.40254452
30,6,11.99959995
30,6.5,11.57090294
30,7,11.14798363
30,7.5,10.71323204
30,8,10.2869843
30,8.5,9.870481827
30,9,9.454816433
30,9.5,9.052802552
30,10,8.66712302
30,10.5,8.300446582
30,11,7.954526127
30,11.5,7.619915546
30,12,7.301591036
30,12.5,6.999134427
30,13,6.711992304
30,13.5,6.439527055
30,14,6.181054683
30,14.5,5.935872219
30,15,5.703277144
30,15.5,5.48258077
30,16,5.273117121
30,16.5,5.074248522
30,17,4.885368793
30,17.5,4.705904754
30,18,4.535316529
30,18.5,4.373097051
30,19,4.218771019
30,19.5,4.07189352
30,20,3.932048456
30.5,-20,3.868401223
30.5,-19.5,4.003435989
30.5,-19,4.145085702
30.5,-18.5,4.293720731
30.5,-18,4.449734084
30.5,-17.5,4.613542044
30.5,-17,4.785584456
30.5,-16.5,4.96632452
30.5,-16,5.156247872
30.5,-15.5,5.355860678
30.5,-15,5.565686371
30.5,-14.5,5.786260547
30.5,-14,6.018123395
30.5,-13.5,6.261808878
30.5,-13,6.517829638
30.5,-12.5,6.786656421
30.5,-12,7.06869052
30.5,-11.5,7.364227532
30.5,-11,7.673410561
30.5,-10.5,7.996170978
30.5,-10,8.328908912
30.5,-9.5,8.677841236
30.5,-9,9.040914275
30.5,-8.5,9.415103854
30.5,-8,9.796275343
30.5,-7.5,10.16983415
30.5,-7,10.54819418
30.5,-6.5,10.91939404
30.5,-6,11.27501409
30.5,-5.5,11.61765562
30.5,-5,11.94421946
30.5,-4.5,12.23242609
30.5,-4,12.48058607
30.5,-3.5,12.687669
30.5,-3,12.85354861
30.5,-2.5,12.98113691
30.5,-2,13.0698028
30.5,-1.5,13.12939829
30.5,-1,13.16193182
30.5,-0.5,13.18519545
30.5,0,13.18853768
30.5,0.5,13.18521478
30.5,1,13.16196946
30.5,1.5,13.12945431
30.5,2,13.06987657
30.5,2.5,12.98122771
30.5,3,12.85365518
30.5,3.5,12.68778986
30.5,4,12.480719
30.5,4.5,12.23256863
30.5,5,11.9443688
30.5,5.5,11.61780917
30.5,6,11.27516945
30.5,6.5,10.91954886
30.5,7,10.54834663
30.5,7.5,10.16998285
30.5,8,9.796420266
30.5,8.5,9.415243091
30.5,9,9.041047364
30.5,9.5,8.677967928
30.5,10,8.329029357
30.5,10.5,7.996285509
30.5,11,7.673518959
30.5,11.5,7.364329991
30.5,12,7.06878728
30.5,12.5,6.786747751
30.5,13,6.517915819
30.5,13.5,6.261890198
30.5,14,6.018200138
30.5,14.5,5.786332988
30.5,15,5.565754778
30.5,15.5,5.355925302
30.5,16,5.156308953
30.5,16.5,4.966382282
30.5,17,4.785639111
30.5,17.5,4.613593787
30.5,18,4.449783098
30.5,18.5,4.293767187
30.5,19,4.145129759
30.5,19.5,4.003477794
30.5,20,3.868440913
31,-20,3.803951369
31,-19.5,3.934165313
31,-19,4.07058321
31,-18.5,4.213531854
31,-18,4.36335511
31,-17.5,4.520413769
31,-17,4.685084961
31,-16.5,4.857760973
31,-16,5.038847253
31,-15.5,5.228759347
31,-15,5.427918422
31,-14.5,5.636744946
31,-14,5.855649992
31,-13.5,6.085023507
31,-13,6.325218759
31,-12.5,6.576532026
31,-12,6.839176488
31,-11.5,7.113249206
31,-11,7.398690082
31,-10.5,7.69523191
31,-10,8.002341084
31,-9.5,8.317292562
31,-9,8.644039167
31,-8.5,8.980505339
31,-8,9.319981573
31,-7.5,9.664142094
31,-7,10.00432361
31,-6.5,10.32105546
31,-6,10.63551114
31,-5.5,10.92956583
31,-5,11.20849965
31,-4.5,11.46072091
31,-4,11.67915748
31,-3.5,11.86822794
31,-3,12.02813544
31,-2.5,12.1539242
31,-2,12.24544835
31,-1.5,12.31362029
31,-1,12.35456544
31,-0.5,12.37152159
31,0,12.3769724
31,0.5,12.3715382
31,1,12.35459861
31,1.5,12.31366962
31,2,12.24551235
31,2.5,12.15400289
31,3,12.02822749
31,3.5,11.86833208
31,4,11.67927195
31,4.5,11.46084371
31,5,11.20862877
31,5.5,10.92969919
31,6,10.63564661
31,6.5,10.32119132
31,7,10.00445932
31,7.5,9.664275295
31,8,9.320111201
31,8.5,8.980630745
31,9,8.644159724
31,9.5,8.317408176
31,10,8.002451805
31,10.5,7.695337456
31,11,7.398790474
31,11.5,7.113344536
31,12,6.839266899
31,12.5,6.576617697
31,13,6.325299893
31,13.5,6.085100318
31,14,5.855722699
31,14.5,5.63681377
31,15,5.427983579
31,15.5,5.228821046
31,16,5.038905695
31,16.5,4.85781635
31,17,4.685137455
31,17.5,4.520463551
31,18,4.363402341
31,18.5,4.213576685
31,19,4.070625783
31,19.5,3.93420576
31,20,3.803989813
31.5,-20,3.738872628
31.5,-19.5,3.864276796
31.5,-19,3.995483208
31.5,-18.5,4.132777596
31.5,-18,4.276457824
31.5,-17.5,4.426833127
31.5,-17,4.584222845
31.5,-16.5,4.748954513
31.5,-16,4.921361105
31.5,-15.5,5.101777187
31.5,-15,5.290533695
31.5,-14.5,5.487950967
31.5,-14,5.694329579
31.5,-13.5,5.909938501
31.5,-13,6.134999945
31.5,-12.5,6.369670279
31.5,-12,6.614016315
31.5,-11.5,6.86798632
31.5,-11,7.13137524
31.5,-10.5,7.40378391
31.5,-10,7.684572565
31.5,-9.5,7.972809784
31.5,-9,8.26721926
31.5,-8.5,8.566054167
31.5,-8,8.868162515
31.5,-7.5,9.175292617
31.5,-7,9.479486073
31.5,-6.5,9.773897742
31.5,-6,10.05773354
31.5,-5.5,10.31658283
31.5,-5,10.55196097
31.5,-4.5,10.77388464
31.5,-4,10.97414829
31.5,-3.5,11.14790404
31.5,-3,11.28851315
31.5,-2.5,11.40987908
31.5,-2,11.49587443
31.5,-1.5,11.56312893
31.5,-1,11.61416683
31.5,-0.5,11.63642245
31.5,0,11.64576566
31.5,0.5,11.63643653
31.5,1,11.61419543
31.5,1.5,11.56317115
31.5,2,11.49593026
31.5,2.5,11.40994806
31.5,3,11.28859344
31.5,3.5,11.14799464
31.5,4,10.97424788
31.5,4.5,10.77399165
31.5,5,10.55207367
31.5,5.5,10.31669974
31.5,6,10.05785301
31.5,6.5,9.77401816
31.5,7,9.479606115
31.5,7.5,9.175410886
31.5,8,8.868278275
31.5,8.5,8.566166955
31.5,9,8.26732864
31.5,9.5,7.972915311
31.5,10,7.684673982
31.5,10.5,7.403881072
31.5,11,7.131468092
31.5,11.5,6.868074879
31.5,12,6.614100649
31.5,12.5,6.369750497
31.5,13,6.135076182
31.5,13.5,5.910010912
31.5,14,5.694398329
31.5,14.5,5.488016226
31.5,15,5.290595636
31.5,15.5,5.10183598
31.5,16,4.921416918
31.5,16.5,4.749007506
31.5,17,4.584273173
31.5,17.5,4.426880937
31.5,18,4.276503258
31.5,18.5,4.132820785
31.5,19,3.995524279
31.5,19.5,3.864315866
31.5,20,3.738909809
32,-20,3.673370884
32,-19.5,3.793998057
32,-19,3.920037527
32,-18.5,4.051736733
32,-18,4.189350941
32,-17.5,4.333142018
32,-17,4.483376663
32,-16.5,4.640323996
32,-16,4.804252293
32,-15.5,4.975424691
32,-15,5.154093589
32,-14.5,5.340493465
32,-14,5.534831762
32,-13.5,5.737277458
32,-13,5.94794691
32,-12.5,6.166886541
32,-12,6.394051979
32,-11.5,6.629283349
32,-11,6.872276588
32,-10.5,7.12255101
32,-10,7.379413801
32,-9.5,7.641922888
32,-9,7.908850583
32,-8.5,8.178651668
32,-8,8.449441073
32,-7.5,8.720646829
32,-7,8.987241815
32,-6.5,9.247244733
32,-6,9.497581361
32,-5.5,9.739606204
32,-5,9.961715267
32,-4.5,10.16516489
32,-4,10.34099421
32,-3.5,10.48920279
32,-3,10.62133628
32,-2.5,10.72802549
32,-2,10.81352087
32,-1.5,10.88149642
32,-1,10.93174518
32,-0.5,10.9631254
32,0,10.9723462
32,0.5,10.96313762
32,1,10.93176953
32,1.5,10.88153262
32,2,10.81356844
32,2.5,10.72808445
32,3,10.62140521
32,3.5,10.48928066
32,4,10.34108035
32,4.5,10.16525759
32,5,9.961813261
32,5.5,9.739708136
32,6,9.497685583
32,6.5,9.247350391
32,7,8.987347797
32,7.5,8.720752166
32,8,8.449544906
32,8.5,8.178753427
32,9,7.908949737
32,9.5,7.642019036
32,10,7.379506658
32,10.5,7.122640388
32,11,6.872362383
32,11.5,6.629365519
32,12,6.394130538
32,12.5,6.166961541
32,13,5.948018434
32,13.5,5.737345609
32,14,5.53489666
32,14.5,5.340555238
32,15,5.154152372
32,15.5,4.975480619
32,16,4.804305503
32,16.5,4.640374621
32,17,4.483424834
32,17.5,4.333187861
32,18,4.189394577
32,18.5,4.051778277
32,19,3.92007709
32,19.5,3.794035742
32,20,3.673406791
32.5,-20,3.607641799
32.5,-19.5,3.723544319
32.5,-19,3.844482962
32.5,-18.5,3.970669798
32.5,-18,4.102321045
32.5,-17.5,4.239655492
32.5,-17,4.382892404
32.5,-16.5,4.532248779
32.5,-16,4.687935813
32.5,-15.5,4.850154392
32.5,-15,5.019089423
32.5,-14.5,5.194902757
32.5,-14,5.37772447
32.5,-13.5,5.567642215
32.5,-13,5.764688386
32.5,-12.5,5.968824846
32.5,-12,6.17992503
32.5,-11.5,6.397753374
32.5,-11,6.621942192
32.5,-10.5,6.851966439
32.5,-10,7.087117248
32.5,-9.5,7.326475645
32.5,-9,7.568888643
32.5,-8.5,7.812950702
32.5,-8,8.056994467
32.5,-7.5,8.299095431
32.5,-7,8.537095556
32.5,-6.5,8.768650458
32.5,-6,8.99130305
32.5,-5.5,9.202583225
32.5,-5,9.400128075
32.5,-4.5,9.581811055
32.5,-4,9.745862838
32.5,-3.5,9.890963623
32.5,-3,10.00921158
32.5,-2.5,10.11367813
32.5,-2,10.19822099
32.5,-1.5,10.25679505
32.5,-1,10.30205991
32.5,-0.5,10.32894905
32.5,0,10.33786702
32.5,0.5,10.32895974
32.5,1,10.30208116
32.5,1.5,10.25682661
32.5,2,10.19826244
32.5,2.5,10.11372896
32.5,3,10.00927112
32.5,3.5,9.891031005
32.5,4,9.745937199
32.5,4.5,9.581891383
32.5,5,9.400213297
32.5,5.5,9.202672247
32.5,6,8.991394795
32.5,6.5,8.768743902
32.5,7,8.537189757
32.5,7.5,8.299189546
32.5,8,8.057087767
32.5,8.5,7.813042573
32.5,9,7.568978587
32.5,9.5,7.32656327
32.5,10,7.087202258
32.5,10.5,6.852048624
32.5,11,6.622021411
32.5,11.5,6.397829549
32.5,12,6.179998131
32.5,12.5,5.968894883
32.5,13,5.764755399
32.5,13.5,5.567706268
32.5,14,5.377785643
32.5,14.5,5.194961143
32.5,15,5.019145123
32.5,15.5,4.850207513
32.5,16,4.687986464
32.5,16.5,4.532297069
32.5,17,4.382938441
32.5,17.5,4.239699382
32.5,18,4.102362892
32.5,18.5,3.970709701
32.5,19,3.844521017
32.5,19.5,3.723580617
32.5,20,3.607676429
33,-20,3.541869692
33,-19.5,3.653117219
33,-19,3.769040042
33,-18.5,3.889817857
33,-18,4.01563141
33,-17.5,4.146660699
33,-17,4.283082668
33,-16.5,4.425068298
33,-16,4.572778965
33,-15.5,4.726361931
33,-15,4.885944805
33,-14.5,5.051628812
33,-14,5.223480683
33,-13.5,5.401523004
33,-13,5.585722849
33,-12.5,5.775978601
33,-12,5.972104914
33,-11.5,6.173815917
33,-11,6.380706924
33,-10.5,6.592235198
33,-10,6.807700643
33,-9.5,7.026227736
33,-9,7.246750514
33,-8.5,7.468002957
33,-8,7.688517588
33,-7.5,7.906635421
33,-7,8.120530303
33,-6.5,8.328250037
33,-6,8.527775159
33,-5.5,8.717093807
33,-5,8.894287874
33,-4.5,9.057622108
33,-4,9.205624926
33,-3.5,9.337148599
33,-3,9.451398054
33,-2.5,9.547921959
33,-2,9.626566302
33,-1.5,9.687397617
33,-1,9.730608635
33,-0.5,9.756422118
33,0,9.765008639
33,0.5,9.756431475
33,1,9.730627236
33,1.5,9.687425233
33,2,9.62660259
33,2.5,9.54796646
33,3,9.451450193
33,3.5,9.337207697
33,4,9.205690212
33,4.5,9.057692742
33,5,8.894362966
33,5.5,8.717172451
33,6,8.527856458
33,6.5,8.328333131
33,7,8.120614389
33,7.5,7.906719772
33,8,7.688601563
33,8.5,7.468086004
33,9,7.246832172
33,9.5,7.02630763
33,10,6.80777848
33,10.5,6.592310755
33,11,6.380780041
33,11.5,6.173886489
33,12,5.972172881
33,12.5,5.77604394
33,13,5.585785568
33,13.5,5.401583133
33,14,5.223538272
33,14.5,5.051683924
33,15,4.885997514
33,15.5,4.726412317
33,16,4.572827114
33,16.5,4.425114296
33,17,4.283126604
33,17.5,4.146702662
33,18,4.015671486
33,18.5,3.889856132
33,19,3.769076599
33,19.5,3.653152137
33,20,3.541903048
33.5,-20,3.476226712
33.5,-19.5,3.582903997
33.5,-19,3.693912255
33.5,-18.5,3.809401799
33.5,-18,3.92952144
33.5,-17.5,4.054416555
33.5,-17,4.184226688
33.5,-16.5,4.319082591
33.5,-16,4.459102614
33.5,-15.5,4.604388332
33.5,-15,4.755019295
33.5,-14.5,4.91104678
33.5,-14,5.072486429
33.5,-13.5,5.239309672
33.5,-13,5.411433863
33.5,-12.5,5.588711109
33.5,-12,5.770915851
33.5,-11.5,5.957731373
33.5,-11,6.148735585
33.5,-10.5,6.343386623
33.5,-10,6.541009078
33.5,-9.5,6.740781977
33.5,-9,6.941729962
33.5,-8.5,7.142719409
33.5,-8,7.342461485
33.5,-7.5,7.539524147
33.5,-7,7.732354876
33.5,-6.5,7.919315218
33.5,-6,8.098727057
33.5,-5.5,8.268928812
33.5,-5,8.428337724
33.5,-4.5,8.575512352
33.5,-4,8.709207953
33.5,-3.5,8.828417111
33.5,-3,8.932389247
33.5,-2.5,9.020625505
33.5,-2,9.092849485
33.5,-1.5,9.148958443
33.5,-1,9.188963059
33.5,-0.5,9.212925779
33.5,0,9.220907902
33.5,0.5,9.212934
33.5,1,9.188979401
33.5,1.5,9.148982706
33.5,2,9.09288137
33.5,2.5,9.020664615
33.5,3,8.932435092
33.5,3.5,8.828469117
33.5,4,8.709265473
33.5,4.5,8.575574681
33.5,5,8.428404122
33.5,5.5,8.26899852
33.5,6,8.098799322
33.5,6.5,7.919389314
33.5,7,7.732430117
33.5,7.5,7.539599904
33.5,8,7.342537194
33.5,8.5,7.142794578
33.5,9,6.941804167
33.5,9.5,6.740854868
33.5,10,6.541080368
33.5,10.5,6.343456089
33.5,11,6.148803056
33.5,11.5,5.957796727
33.5,12,5.770979007
33.5,12.5,5.588772021
33.5,13,5.411492512
33.5,13.5,5.239366064
33.5,14,5.072540588
33.5,14.5,4.911098744
33.5,15,4.755069115
33.5,15.5,4.604436066
33.5,16,4.459148327
33.5,16.5,4.319126352
33.5,17,4.184268567
33.5,17.5,4.054456625
33.5,18,3.929559773
33.5,18.5,3.809438467
33.5,19,3.693947329
33.5,19.5,3.582937545
33.5,20,3.476258802
34,-20,3.410872309
34,-19.5,3.513077006
34,-19,3.619285648
34,-18.5,3.729622091
34,-18,3.844206628
34,-17.5,3.963154007
34,-17,4.086571018
34,-16.5,4.214553578
34,-16,4.347183255
34,-15.5,4.484523127
34,-15,4.62661292
34,-14.5,4.77346332
34,-14,4.925049417
34,-13.5,5.081303212
34,-13,5.242105196
34,-12.5,5.407275018
34,-12,5.576561383
34,-11.5,5.749631377
34,-11,5.926059582
34,-10.5,6.10531749
34,-10,6.286763924
34,-9.5,6.469637378
34,-9,6.653051389
34,-8.5,6.83599421
34,-8,7.017334145
34,-7.5,7.195831813
34,-7,7.370160301
34,-6.5,7.538933603
34,-6,7.700742848
34,-5.5,7.854198648
34,-5,7.997976647
34,-4.5,8.130862161
34,-4,8.251789118
34,-3.5,8.359868472
34,-3,8.454402305
34,-2.5,8.534881615
34,-2,8.600968324
34,-1.5,8.652464541
34,-1,8.68927431
34,-0.5,8.711364242
34,0,8.718729606
34,0.5,8.711371481
34,1,8.689288703
34,1.5,8.652485912
34,2,8.600996416
34,2.5,8.534916088
34,3,8.45444274
34,3.5,8.359914385
34,4,8.251839961
34,4.5,8.130917344
34,5,7.998035546
34,5.5,7.854260627
34,6,7.70080727
34,6.5,7.53899985
34,7,7.370227786
34,7.5,7.19589999
34,8,7.017402519
34,8.5,6.83606234
34,9,6.653118892
34,9.5,6.469703928
34,10,6.286829248
34,10.5,6.105381368
34,11,5.926121842
34,11.5,5.749691886
34,12,5.576620045
34,12.5,5.40733177
34,13,5.242160001
34,13.5,5.081356057
34,14,4.925100304
34,14.5,4.77351227
34,15,4.626659962
34,15.5,4.484568302
34,16,4.347226609
34,16.5,4.214595164
34,17,4.086610891
34,17.5,3.963192226
34,18,3.844243252
34,18.5,3.729657179
34,19,3.619319261
34,19.5,3.513109202
34,20,3.410903147
34.5,-20,3.345952951
34.5,-19.5,3.443793527
34.5,-19,3.545328773
34.5,-18.5,3.650658902
34.5,-18,3.759878945
34.5,-17.5,3.873076776
34.5,-17,3.990330748
34.5,-16.5,4.1117069
34.5,-16,4.23725567
34.5,-15.5,4.367008061
34.5,-15,4.500971208
34.5,-14.5,4.639123298
34.5,-14,4.781407807
34.5,-13.5,4.92772706
34.5,-13,5.077935127
34.5,-12.5,5.231830142
34.5,-12,5.38914618
34.5,-11.5,5.549544929
34.5,-11,5.712607476
34.5,-10.5,5.877826683
34.5,-10,6.044600712
34.5,-9.5,6.212228446
34.5,-9,6.379907626
34.5,-8.5,6.546736614
34.5,-8,6.711720684
34.5,-7.5,6.873783608
34.5,-7,7.031785019
34.5,-6.5,7.184543585
34.5,-6,7.330865354
34.5,-5.5,7.469575906
34.5,-5,7.599554098
34.5,-4.5,7.719764579
34.5,-4,7.829285883
34.5,-3.5,7.927331038
34.5,-3,8.013258382
34.5,-2.5,8.086571444
34.5,-2,8.146908359
34.5,-1.5,8.194022859
34.5,-1,8.22776022
34.5,-0.5,8.248032315
34.5,0,8.254796037
34.5,0.5,8.248038707
34.5,1,8.227772928
34.5,1.5,8.194041734
34.5,2,8.146933179
34.5,2.5,8.086601918
34.5,3,8.013294155
34.5,3.5,7.927371697
34.5,4,7.829330966
34.5,4.5,7.719813588
34.5,5,7.599606504
34.5,5.5,7.469631172
34.5,6,7.33092294
34.5,6.5,7.184602962
34.5,7,7.031845683
34.5,7.5,6.873845083
34.5,8,6.711782536
34.5,8.5,6.54679845
34.5,9,6.379969099
34.5,9.5,6.212289256
34.5,10,6.044660603
34.5,10.5,5.877885443
34.5,11,5.712664933
34.5,11.5,5.549600946
34.5,12,5.389200655
34.5,12.5,5.231882998
34.5,13,5.077986314
34.5,13.5,4.927776549
34.5,14,4.781455586
34.5,14.5,4.63916937
34.5,15,4.501015589
34.5,15.5,4.367050773
34.5,16,4.237296747
34.5,16.5,4.11174638
34.5,17,3.990368673
34.5,17.5,3.873113192
34.5,18,3.759913899
34.5,18.5,3.650692444
34.5,19,3.545360953
34.5,19.5,3.443824393
34.5,20,3.345982554
35,-20,3.281602067
35,-19.5,3.375195832
35,-19,3.472192915
35,-18.5,3.572672556
35,-18,3.67670758
35,-17.5,3.784362472
35,-17,3.895691113
35,-16.5,4.010734151
35,-16,4.129515953
35,-15.5,4.252041106
35,-15,4.378290438
35,-14.5,4.50821654
35,-14,4.641738772
35,-13.5,4.778737786
35,-13,4.919049615
35,-12.5,5.06245941
35,-12,5.208694994
35,-11.5,5.357420444
35,-11,5.508229996
35,-10.5,5.660642663
35,-10,5.814098041
35,-9.5,5.967953853
35,-9,6.121485864
35,-8.5,6.27389077
35,-8,6.424292672
35,-7.5,6.571753564
35,-7,6.715288056
35,-6.5,6.853882162
35,-6,6.986515569
35,-5.5,7.112186264
35,-5,7.229935903
35,-4.5,7.338873972
35,-4,7.438198578
35,-3.5,7.527211933
35,-3,7.605329062
35,-2.5,7.672079113
35,-2,7.727099615
35,-1.5,7.770125074
35,-1,7.800972117
35,-0.5,7.819523888
35,0,7.825716447
35,0.5,7.819529546
35,1,7.800983368
35,1.5,7.770141789
35,2,7.727121606
35,2.5,7.67210613
35,3,7.605360802
35,3.5,7.527248046
35,4,7.438238673
35,4.5,7.338917624
35,5,7.229982666
35,5.5,7.112235679
35,6,6.986567176
35,6.5,6.853935508
35,7,6.715342704
35,7.5,6.571809102
35,8,6.424348716
35,8.5,6.273946971
35,9,6.12154191
35,9.5,5.968009468
35,10,5.814152987
35,10.5,5.660696739
35,11,5.508283034
35,11.5,5.357472307
35,12,5.208745574
35,12.5,5.062508625
35,13,4.919097405
35,13.5,4.778784111
35,14,4.641783606
35,14.5,4.508259876
35,15,4.378332277
35,15.5,4.252081459
35,16,4.129554841
35,16.5,4.010771599
35,17,3.895727152
35,17.5,3.784397137
35,18,3.67674091
35,18.5,3.572704589
35,19,3.472223692
35,19.5,3.375225395
35,20,3.281630458
35.5,-20,3.217940188
35.5,-19.5,3.307411458
35.5,-19,3.400012549
35.5,-18.5,3.495804227
35.5,-18,3.594839942
35.5,-17.5,3.697163987
35.5,-17,3.80280937
35.5,-16.5,3.911795368
35.5,-16,4.024124748
35.5,-15.5,4.139780617
35.5,-15,4.258722892
35.5,-14.5,4.380884401
35.5,-14,4.5061666
35.5,-13.5,4.63443497
35.5,-13,4.765514139
35.5,-12.5,4.899182841
35.5,-12,5.035168851
35.5,-11.5,5.173144103
35.5,-11,5.312720247
35.5,-10.5,5.453444951
35.5,-10,5.594799351
35.5,-9.5,5.736197037
35.5,-9,5.876985046
35.5,-8.5,6.016447289
35.5,-8,6.153810767
35.5,-7.5,6.288254848
35.5,-7,6.418923622
35.5,-6.5,6.544941148
35.5,-6,6.665429045
35.5,-5.5,6.779525553
35.5,-5,6.886404912
35.5,-4.5,6.985295657
35.5,-4,7.075496407
35.5,-3.5,7.156387865
35.5,-3,7.227440098
35.5,-2.5,7.288214745
35.5,-2,7.338362409
35.5,-1.5,7.377616175
35.5,-1,7.405782701
35.5,-0.5,7.422732657
35.5,0,7.428392291
35.5,0.5,7.422737679
35.5,1,7.405792689
35.5,1.5,7.377631019
35.5,2,7.338381947
35.5,2.5,7.288238765
35.5,3,7.227468341
35.5,3.5,7.156420032
35.5,4,7.075532166
35.5,4.5,6.985334645
35.5,5,6.886446751
35.5,5.5,6.77956985
35.5,6,6.665475406
35.5,6.5,6.544989183
35.5,7,6.418972952
35.5,7.5,6.288305113
35.5,8,6.153861631
35.5,8.5,6.016498439
35.5,9,5.877036202
35.5,9.5,5.736247948
